ArrayTaskID Nom_dossier Année Level
412 instantaneous_10m_wind_gust 2012 0
413 instantaneous_10m_wind_gust 2013 0
414 instantaneous_10m_wind_gust 2014 0
415 instantaneous_10m_wind_gust 2015 0
416 instantaneous_10m_wind_gust 2016 0
417 instantaneous_10m_wind_gust 2017 0
418 instantaneous_10m_wind_gust 2019 0
419 instantaneous_10m_wind_gust 2020 0
420 instantaneous_10m_wind_gust 2021 0
421 k_index 1990 0
422 k_index 1991 0
423 k_index 1992 0
424 k_index 1993 0
425 k_index 1994 0
426 k_index 1995 0
427 k_index 1996 0
428 k_index 1997 0
429 k_index 1998 0
430 k_index 1999 0
431 k_index 2000 0
432 k_index 2001 0
433 k_index 2002 0
434 k_index 2004 0
435 k_index 2005 0
436 k_index 2006 0
437 k_index 2007 0
438 k_index 2008 0
439 k_index 2009 0
440 k_index 2010 0
441 k_index 2011 0
442 k_index 2012 0
443 k_index 2013 0
444 k_index 2014 0
445 k_index 2015 0
446 k_index 2016 0
447 k_index 2017 0
448 k_index 2019 0
449 k_index 2020 0
450 k_index 2021 0
451 large_scale_precipitation 1990 0
452 large_scale_precipitation 1991 0
453 large_scale_precipitation 1992 0
454 large_scale_precipitation 1993 0
455 large_scale_precipitation 1994 0
456 large_scale_precipitation 1995 0
457 large_scale_precipitation 1996 0
458 large_scale_precipitation 1997 0
459 large_scale_precipitation 1998 0
460 large_scale_precipitation 1999 0
461 large_scale_precipitation 2000 0
462 large_scale_precipitation 2001 0
463 large_scale_precipitation 2002 0
464 large_scale_precipitation 2004 0
465 large_scale_precipitation 2005 0
466 large_scale_precipitation 2006 0
467 large_scale_precipitation 2007 0
468 large_scale_precipitation 2008 0
469 large_scale_precipitation 2009 0
470 large_scale_precipitation 2010 0
471 large_scale_precipitation 2011 0
472 large_scale_precipitation 2012 0
473 large_scale_precipitation 2013 0
474 large_scale_precipitation 2014 0
475 large_scale_precipitation 2015 0
476 large_scale_precipitation 2016 0
477 large_scale_precipitation 2017 0
478 large_scale_precipitation 2019 0
479 large_scale_precipitation 2020 0
480 large_scale_precipitation 2021 0
481 large_scale_snowfall 1990 0
482 large_scale_snowfall 1991 0
483 large_scale_snowfall 1992 0
484 large_scale_snowfall 1993 0
485 large_scale_snowfall 1994 0
486 large_scale_snowfall 1995 0
487 large_scale_snowfall 1996 0
488 large_scale_snowfall 1997 0
489 large_scale_snowfall 1998 0
490 large_scale_snowfall 1999 0
491 large_scale_snowfall 2000 0
492 large_scale_snowfall 2001 0
493 large_scale_snowfall 2002 0
494 large_scale_snowfall 2004 0
495 large_scale_snowfall 2005 0
496 large_scale_snowfall 2006 0
497 large_scale_snowfall 2007 0
498 large_scale_snowfall 2008 0
499 large_scale_snowfall 2009 0
500 large_scale_snowfall 2010 0
501 large_scale_snowfall 2011 0
502 large_scale_snowfall 2012 0
503 large_scale_snowfall 2013 0
504 large_scale_snowfall 2014 0
505 large_scale_snowfall 2015 0
506 large_scale_snowfall 2016 0
507 large_scale_snowfall 2017 0
508 large_scale_snowfall 2019 0
509 large_scale_snowfall 2020 0
510 large_scale_snowfall 2021 0
511 mean_large_scale_precipitation_rate 1990 0
512 mean_large_scale_precipitation_rate 1991 0
513 mean_large_scale_precipitation_rate 1992 0
514 mean_large_scale_precipitation_rate 1993 0
515 mean_large_scale_precipitation_rate 1994 0
516 mean_large_scale_precipitation_rate 1995 0
517 mean_large_scale_precipitation_rate 1996 0
518 mean_large_scale_precipitation_rate 1997 0
519 mean_large_scale_precipitation_rate 1998 0
520 mean_large_scale_precipitation_rate 1999 0
521 mean_large_scale_precipitation_rate 2000 0
522 mean_large_scale_precipitation_rate 2001 0
523 mean_large_scale_precipitation_rate 2002 0
524 mean_large_scale_precipitation_rate 2004 0
525 mean_large_scale_precipitation_rate 2005 0
526 mean_large_scale_precipitation_rate 2006 0
527 mean_large_scale_precipitation_rate 2007 0
528 mean_large_scale_precipitation_rate 2008 0
529 mean_large_scale_precipitation_rate 2009 0
530 mean_large_scale_precipitation_rate 2010 0
531 mean_large_scale_precipitation_rate 2011 0
532 mean_large_scale_precipitation_rate 2012 0
533 mean_large_scale_precipitation_rate 2013 0
534 mean_large_scale_precipitation_rate 2014 0
535 mean_large_scale_precipitation_rate 2015 0
536 mean_large_scale_precipitation_rate 2016 0
537 mean_large_scale_precipitation_rate 2017 0
538 mean_large_scale_precipitation_rate 2019 0
539 mean_large_scale_precipitation_rate 2020 0
540 mean_large_scale_precipitation_rate 2021 0
541 mean_top_net_long_wave_radiation_flux 1990 0
542 mean_top_net_long_wave_radiation_flux 1991 0
543 mean_top_net_long_wave_radiation_flux 1992 0
544 mean_top_net_long_wave_radiation_flux 1993 0
545 mean_top_net_long_wave_radiation_flux 1994 0
546 mean_top_net_long_wave_radiation_flux 1995 0
547 mean_top_net_long_wave_radiation_flux 1996 0
548 mean_top_net_long_wave_radiation_flux 1997 0
549 mean_top_net_long_wave_radiation_flux 1998 0
550 mean_top_net_long_wave_radiation_flux 1999 0
551 mean_top_net_long_wave_radiation_flux 2000 0
552 mean_top_net_long_wave_radiation_flux 2001 0
553 mean_top_net_long_wave_radiation_flux 2002 0
554 mean_top_net_long_wave_radiation_flux 2004 0
555 mean_top_net_long_wave_radiation_flux 2005 0
556 mean_top_net_long_wave_radiation_flux 2006 0
557 mean_top_net_long_wave_radiation_flux 2007 0
558 mean_top_net_long_wave_radiation_flux 2008 0
559 mean_top_net_long_wave_radiation_flux 2009 0
560 mean_top_net_long_wave_radiation_flux 2010 0
561 mean_top_net_long_wave_radiation_flux 2011 0
562 mean_top_net_long_wave_radiation_flux 2012 0
563 mean_top_net_long_wave_radiation_flux 2013 0
564 mean_top_net_long_wave_radiation_flux 2014 0
565 mean_top_net_long_wave_radiation_flux 2015 0
566 mean_top_net_long_wave_radiation_flux 2016 0
567 mean_top_net_long_wave_radiation_flux 2017 0
568 mean_top_net_long_wave_radiation_flux 2019 0
569 mean_top_net_long_wave_radiation_flux 2020 0
570 mean_top_net_long_wave_radiation_flux 2021 0
571 mean_top_net_short_wave_radiation_flux 1990 0
572 mean_top_net_short_wave_radiation_flux 1991 0
573 mean_top_net_short_wave_radiation_flux 1992 0
574 mean_top_net_short_wave_radiation_flux 1993 0
575 mean_top_net_short_wave_radiation_flux 1994 0
576 mean_top_net_short_wave_radiation_flux 1995 0
577 mean_top_net_short_wave_radiation_flux 1996 0
578 mean_top_net_short_wave_radiation_flux 1997 0
579 mean_top_net_short_wave_radiation_flux 1998 0
580 mean_top_net_short_wave_radiation_flux 1999 0
581 mean_top_net_short_wave_radiation_flux 2000 0
582 mean_top_net_short_wave_radiation_flux 2001 0
583 mean_top_net_short_wave_radiation_flux 2002 0
584 mean_top_net_short_wave_radiation_flux 2004 0
585 mean_top_net_short_wave_radiation_flux 2005 0
586 mean_top_net_short_wave_radiation_flux 2006 0
587 mean_top_net_short_wave_radiation_flux 2007 0
588 mean_top_net_short_wave_radiation_flux 2008 0
589 mean_top_net_short_wave_radiation_flux 2009 0
590 mean_top_net_short_wave_radiation_flux 2010 0
591 mean_top_net_short_wave_radiation_flux 2011 0
592 mean_top_net_short_wave_radiation_flux 2012 0
593 mean_top_net_short_wave_radiation_flux 2013 0
594 mean_top_net_short_wave_radiation_flux 2014 0
595 mean_top_net_short_wave_radiation_flux 2015 0
596 mean_top_net_short_wave_radiation_flux 2016 0
597 mean_top_net_short_wave_radiation_flux 2017 0
598 mean_top_net_short_wave_radiation_flux 2019 0
599 mean_top_net_short_wave_radiation_flux 2020 0
600 mean_top_net_short_wave_radiation_flux 2021 0
601 mean_total_precipitation_rate 1990 0
602 mean_total_precipitation_rate 1991 0
603 mean_total_precipitation_rate 1992 0
604 mean_total_precipitation_rate 1993 0
605 mean_total_precipitation_rate 1994 0
606 mean_total_precipitation_rate 1995 0
607 mean_total_precipitation_rate 1996 0
608 mean_total_precipitation_rate 1997 0
609 mean_total_precipitation_rate 1998 0
610 mean_total_precipitation_rate 1999 0
611 mean_total_precipitation_rate 2000 0
612 mean_total_precipitation_rate 2001 0
613 mean_total_precipitation_rate 2002 0
614 mean_total_precipitation_rate 2004 0
615 mean_total_precipitation_rate 2005 0
616 mean_total_precipitation_rate 2006 0
617 mean_total_precipitation_rate 2007 0
618 mean_total_precipitation_rate 2008 0
619 mean_total_precipitation_rate 2009 0
620 mean_total_precipitation_rate 2010 0
621 mean_total_precipitation_rate 2011 0
622 mean_total_precipitation_rate 2012 0
623 mean_total_precipitation_rate 2013 0
624 mean_total_precipitation_rate 2014 0
625 mean_total_precipitation_rate 2015 0
626 mean_total_precipitation_rate 2016 0
627 mean_total_precipitation_rate 2017 0
628 mean_total_precipitation_rate 2019 0
629 mean_total_precipitation_rate 2020 0
630 mean_total_precipitation_rate 2021 0
631 mean_sea_level_pressure 1990 0
632 mean_sea_level_pressure 1991 0
633 mean_sea_level_pressure 1992 0
634 mean_sea_level_pressure 1993 0
635 mean_sea_level_pressure 1994 0
636 mean_sea_level_pressure 1995 0
637 mean_sea_level_pressure 1996 0
638 mean_sea_level_pressure 1997 0
639 mean_sea_level_pressure 1998 0
640 mean_sea_level_pressure 1999 0
641 mean_sea_level_pressure 2000 0
642 mean_sea_level_pressure 2001 0
643 mean_sea_level_pressure 2002 0
644 mean_sea_level_pressure 2004 0
645 mean_sea_level_pressure 2005 0
646 mean_sea_level_pressure 2006 0
647 mean_sea_level_pressure 2007 0
648 mean_sea_level_pressure 2008 0
649 mean_sea_level_pressure 2009 0
650 mean_sea_level_pressure 2010 0
651 mean_sea_level_pressure 2011 0
652 mean_sea_level_pressure 2012 0
653 mean_sea_level_pressure 2013 0
654 mean_sea_level_pressure 2014 0
655 mean_sea_level_pressure 2015 0
656 mean_sea_level_pressure 2016 0
657 mean_sea_level_pressure 2017 0
658 mean_sea_level_pressure 2019 0
659 mean_sea_level_pressure 2020 0
660 mean_sea_level_pressure 2021 0
661 mean_surface_latent_heat_flux 1990 0
662 mean_surface_latent_heat_flux 1991 0
663 mean_surface_latent_heat_flux 1992 0
664 mean_surface_latent_heat_flux 1993 0
665 mean_surface_latent_heat_flux 1994 0
666 mean_surface_latent_heat_flux 1995 0
667 mean_surface_latent_heat_flux 1996 0
668 mean_surface_latent_heat_flux 1997 0
669 mean_surface_latent_heat_flux 1998 0
670 mean_surface_latent_heat_flux 1999 0
671 mean_surface_latent_heat_flux 2000 0
672 mean_surface_latent_heat_flux 2001 0
673 mean_surface_latent_heat_flux 2002 0
674 mean_surface_latent_heat_flux 2004 0
675 mean_surface_latent_heat_flux 2005 0
676 mean_surface_latent_heat_flux 2006 0
677 mean_surface_latent_heat_flux 2007 0
678 mean_surface_latent_heat_flux 2008 0
679 mean_surface_latent_heat_flux 2009 0
680 mean_surface_latent_heat_flux 2010 0
681 mean_surface_latent_heat_flux 2011 0
682 mean_surface_latent_heat_flux 2012 0
683 mean_surface_latent_heat_flux 2013 0
684 mean_surface_latent_heat_flux 2014 0
685 mean_surface_latent_heat_flux 2015 0
686 mean_surface_latent_heat_flux 2016 0
687 mean_surface_latent_heat_flux 2017 0
688 mean_surface_latent_heat_flux 2019 0
689 mean_surface_latent_heat_flux 2020 0
690 mean_surface_latent_heat_flux 2021 0
691 mean_surface_net_long_wave_radiation_flux 1990 0
692 mean_surface_net_long_wave_radiation_flux 1991 0
693 mean_surface_net_long_wave_radiation_flux 1992 0
694 mean_surface_net_long_wave_radiation_flux 1993 0
695 mean_surface_net_long_wave_radiation_flux 1994 0
696 mean_surface_net_long_wave_radiation_flux 1995 0
697 mean_surface_net_long_wave_radiation_flux 1996 0
698 mean_surface_net_long_wave_radiation_flux 1997 0
699 mean_surface_net_long_wave_radiation_flux 1998 0
700 mean_surface_net_long_wave_radiation_flux 1999 0
701 mean_surface_net_long_wave_radiation_flux 2000 0
702 mean_surface_net_long_wave_radiation_flux 2001 0
703 mean_surface_net_long_wave_radiation_flux 2002 0
704 mean_surface_net_long_wave_radiation_flux 2004 0
705 mean_surface_net_long_wave_radiation_flux 2005 0
706 mean_surface_net_long_wave_radiation_flux 2006 0
707 mean_surface_net_long_wave_radiation_flux 2007 0
708 mean_surface_net_long_wave_radiation_flux 2008 0
709 mean_surface_net_long_wave_radiation_flux 2009 0
710 mean_surface_net_long_wave_radiation_flux 2010 0
711 mean_surface_net_long_wave_radiation_flux 2011 0
712 mean_surface_net_long_wave_radiation_flux 2012 0
713 mean_surface_net_long_wave_radiation_flux 2013 0
714 mean_surface_net_long_wave_radiation_flux 2014 0
715 mean_surface_net_long_wave_radiation_flux 2015 0
716 mean_surface_net_long_wave_radiation_flux 2016 0
717 mean_surface_net_long_wave_radiation_flux 2017 0
718 mean_surface_net_long_wave_radiation_flux 2019 0
719 mean_surface_net_long_wave_radiation_flux 2020 0
720 mean_surface_net_long_wave_radiation_flux 2021 0
721 mean_surface_net_short_wave_radiation_flux 1990 0
722 mean_surface_net_short_wave_radiation_flux 1991 0
723 mean_surface_net_short_wave_radiation_flux 1992 0
724 mean_surface_net_short_wave_radiation_flux 1993 0
725 mean_surface_net_short_wave_radiation_flux 1994 0
726 mean_surface_net_short_wave_radiation_flux 1995 0
727 mean_surface_net_short_wave_radiation_flux 1996 0
728 mean_surface_net_short_wave_radiation_flux 1997 0
729 mean_surface_net_short_wave_radiation_flux 1998 0
730 mean_surface_net_short_wave_radiation_flux 1999 0
731 mean_surface_net_short_wave_radiation_flux 2000 0
732 mean_surface_net_short_wave_radiation_flux 2001 0
733 mean_surface_net_short_wave_radiation_flux 2002 0
734 mean_surface_net_short_wave_radiation_flux 2004 0
735 mean_surface_net_short_wave_radiation_flux 2005 0
736 mean_surface_net_short_wave_radiation_flux 2006 0
737 mean_surface_net_short_wave_radiation_flux 2007 0
738 mean_surface_net_short_wave_radiation_flux 2008 0
739 mean_surface_net_short_wave_radiation_flux 2009 0
740 mean_surface_net_short_wave_radiation_flux 2010 0
741 mean_surface_net_short_wave_radiation_flux 2011 0
742 mean_surface_net_short_wave_radiation_flux 2012 0
743 mean_surface_net_short_wave_radiation_flux 2013 0
744 mean_surface_net_short_wave_radiation_flux 2014 0
745 mean_surface_net_short_wave_radiation_flux 2015 0
746 mean_surface_net_short_wave_radiation_flux 2016 0
747 mean_surface_net_short_wave_radiation_flux 2017 0
748 mean_surface_net_short_wave_radiation_flux 2019 0
749 mean_surface_net_short_wave_radiation_flux 2020 0
750 mean_surface_net_short_wave_radiation_flux 2021 0
751 mean_vertically_integrated_moisture_divergence 1990 0
