ArrayTaskID Nom_dossier Année Level
1 vertical_velocity 1990 10
2 vertical_velocity 1991 10
3 vertical_velocity 1992 10
4 vertical_velocity 1993 10
5 vertical_velocity 1994 10
6 vertical_velocity 1995 10
7 vertical_velocity 1996 10
8 vertical_velocity 1997 10
9 vertical_velocity 1998 10
10 vertical_velocity 1999 10
11 vertical_velocity 2000 10
12 vertical_velocity 2001 10
13 vertical_velocity 2002 10
14 vertical_velocity 2004 10
15 vertical_velocity 2005 10
16 vertical_velocity 2006 10
17 vertical_velocity 2007 10
18 vertical_velocity 2008 10
19 vertical_velocity 2009 10
20 vertical_velocity 2010 10
21 vertical_velocity 2011 10
22 vertical_velocity 2013 10
23 vertical_velocity 2014 10
24 vertical_velocity 2015 10
25 vertical_velocity 2016 10
26 vertical_velocity 2017 10
27 vertical_velocity 2019 10
28 vertical_velocity 2020 10
29 vertical_velocity 2021 10
30 vertical_velocity 1990 20
31 vertical_velocity 1991 20
32 vertical_velocity 1992 20
33 vertical_velocity 1993 20
34 vertical_velocity 1994 20
35 vertical_velocity 1995 20
36 vertical_velocity 1996 20
37 vertical_velocity 1997 20
38 vertical_velocity 1998 20
39 vertical_velocity 1999 20
40 vertical_velocity 2000 20
41 vertical_velocity 2001 20
42 vertical_velocity 2002 20
43 vertical_velocity 2004 20
44 vertical_velocity 2005 20
45 vertical_velocity 2006 20
46 vertical_velocity 2007 20
47 vertical_velocity 2008 20
48 vertical_velocity 2009 20
49 vertical_velocity 2010 20
50 vertical_velocity 2011 20
51 vertical_velocity 2013 20
52 vertical_velocity 2014 20
53 vertical_velocity 2015 20
54 vertical_velocity 2016 20
55 vertical_velocity 2017 20
56 vertical_velocity 2019 20
57 vertical_velocity 2020 20
58 vertical_velocity 2021 20
59 vertical_velocity 1990 30
60 vertical_velocity 1991 30
61 vertical_velocity 1992 30
62 vertical_velocity 1993 30
63 vertical_velocity 1994 30
64 vertical_velocity 1995 30
65 vertical_velocity 1996 30
66 vertical_velocity 1997 30
67 vertical_velocity 1998 30
68 vertical_velocity 1999 30
69 vertical_velocity 2000 30
70 vertical_velocity 2001 30
71 vertical_velocity 2002 30
72 vertical_velocity 2004 30
73 vertical_velocity 2005 30
74 vertical_velocity 2006 30
75 vertical_velocity 2007 30
76 vertical_velocity 2008 30
77 vertical_velocity 2009 30
78 vertical_velocity 2010 30
79 vertical_velocity 2011 30
80 vertical_velocity 2013 30
81 vertical_velocity 2014 30
82 vertical_velocity 2015 30
83 vertical_velocity 2016 30
84 vertical_velocity 2017 30
85 vertical_velocity 2019 30
86 vertical_velocity 2020 30
87 vertical_velocity 2021 30
88 vertical_velocity 1990 50
89 vertical_velocity 1991 50
90 vertical_velocity 1992 50
91 vertical_velocity 1993 50
92 vertical_velocity 1994 50
93 vertical_velocity 1995 50
94 vertical_velocity 1996 50
95 vertical_velocity 1997 50
96 vertical_velocity 1998 50
97 vertical_velocity 1999 50
98 vertical_velocity 2000 50
99 vertical_velocity 2001 50
100 vertical_velocity 2002 50
101 vertical_velocity 2004 50
102 vertical_velocity 2005 50
103 vertical_velocity 2006 50
104 vertical_velocity 2007 50
105 vertical_velocity 2008 50
106 vertical_velocity 2009 50
107 vertical_velocity 2010 50
108 vertical_velocity 2011 50
109 vertical_velocity 2013 50
110 vertical_velocity 2014 50
111 vertical_velocity 2015 50
112 vertical_velocity 2016 50
113 vertical_velocity 2017 50
114 vertical_velocity 2019 50
115 vertical_velocity 2020 50
116 vertical_velocity 2021 50
117 vertical_velocity 1990 70
118 vertical_velocity 1991 70
119 vertical_velocity 1992 70
120 vertical_velocity 1993 70
121 vertical_velocity 1994 70
122 vertical_velocity 1995 70
123 vertical_velocity 1996 70
124 vertical_velocity 1997 70
125 vertical_velocity 1998 70
126 vertical_velocity 1999 70
127 vertical_velocity 2000 70
128 vertical_velocity 2001 70
129 vertical_velocity 2002 70
130 vertical_velocity 2004 70
131 vertical_velocity 2005 70
132 vertical_velocity 2006 70
133 vertical_velocity 2007 70
134 vertical_velocity 2008 70
135 vertical_velocity 2009 70
136 vertical_velocity 2010 70
137 vertical_velocity 2011 70
138 vertical_velocity 2013 70
139 vertical_velocity 2014 70
140 vertical_velocity 2015 70
141 vertical_velocity 2016 70
142 vertical_velocity 2017 70
143 vertical_velocity 2019 70
144 vertical_velocity 2020 70
145 vertical_velocity 2021 70
146 vertical_velocity 1990 100
147 vertical_velocity 1991 100
148 vertical_velocity 1992 100
149 vertical_velocity 1993 100
150 vertical_velocity 1994 100
151 vertical_velocity 1995 100
152 vertical_velocity 1996 100
153 vertical_velocity 1997 100
154 vertical_velocity 1998 100
155 vertical_velocity 1999 100
156 vertical_velocity 2000 100
157 vertical_velocity 2001 100
158 vertical_velocity 2002 100
159 vertical_velocity 2004 100
160 vertical_velocity 2005 100
161 vertical_velocity 2006 100
162 vertical_velocity 2007 100
163 vertical_velocity 2008 100
164 vertical_velocity 2009 100
165 vertical_velocity 2010 100
166 vertical_velocity 2011 100
167 vertical_velocity 2013 100
168 vertical_velocity 2014 100
169 vertical_velocity 2015 100
170 vertical_velocity 2016 100
171 vertical_velocity 2017 100
172 vertical_velocity 2019 100
173 vertical_velocity 2020 100
174 vertical_velocity 2021 100
175 vertical_velocity 1990 150
176 vertical_velocity 1991 150
177 vertical_velocity 1992 150
178 vertical_velocity 1993 150
179 vertical_velocity 1994 150
180 vertical_velocity 1995 150
181 vertical_velocity 1996 150
182 vertical_velocity 1997 150
183 vertical_velocity 1998 150
184 vertical_velocity 1999 150
185 vertical_velocity 2000 150
186 vertical_velocity 2001 150
187 vertical_velocity 2002 150
188 vertical_velocity 2004 150
189 vertical_velocity 2005 150
190 vertical_velocity 2006 150
191 vertical_velocity 2007 150
192 vertical_velocity 2008 150
193 vertical_velocity 2009 150
194 vertical_velocity 2010 150
195 vertical_velocity 2011 150
196 vertical_velocity 2013 150
197 vertical_velocity 2014 150
198 vertical_velocity 2015 150
199 vertical_velocity 2016 150
200 vertical_velocity 2017 150
201 vertical_velocity 2019 150
202 vertical_velocity 2020 150
203 vertical_velocity 2021 150
204 vertical_velocity 1990 200
205 vertical_velocity 1991 200
206 vertical_velocity 1992 200
207 vertical_velocity 1993 200
208 vertical_velocity 1994 200
209 vertical_velocity 1995 200
210 vertical_velocity 1996 200
211 vertical_velocity 1997 200
212 vertical_velocity 1998 200
213 vertical_velocity 1999 200
214 vertical_velocity 2000 200
215 vertical_velocity 2001 200
216 vertical_velocity 2002 200
217 vertical_velocity 2004 200
218 vertical_velocity 2005 200
219 vertical_velocity 2006 200
220 vertical_velocity 2007 200
221 vertical_velocity 2008 200
222 vertical_velocity 2009 200
223 vertical_velocity 2010 200
224 vertical_velocity 2011 200
225 vertical_velocity 2013 200
226 vertical_velocity 2014 200
227 vertical_velocity 2015 200
228 vertical_velocity 2016 200
229 vertical_velocity 2017 200
230 vertical_velocity 2019 200
231 vertical_velocity 2020 200
232 vertical_velocity 2021 200
233 vertical_velocity 1990 250
234 vertical_velocity 1991 250
235 vertical_velocity 1992 250
