Processed variable: 10m_u_component_of_wind, Year: 2021, Level: 0, Timestamp: 2024-06-13 00:06:21, Storm number:96
Processed variable: 2m_dewpoint_temperature, Year: 2021, Level: 0, Timestamp: 2024-06-13 00:06:45, Storm number:96
Processed variable: 10m_v_component_of_wind, Year: 2021, Level: 0, Timestamp: 2024-06-13 00:06:45, Storm number:96
Processed variable: cloud_base_height, Year: 2021, Level: 0, Timestamp: 2024-06-13 00:06:46, Storm number:96
Processed variable: 2m_temperature, Year: 2021, Level: 0, Timestamp: 2024-06-13 00:06:47, Storm number:96
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:07:59, Storm number:71
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:72
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:73
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:74
Processed variable: cloud_base_height, Year: 2005, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:49
Processed variable: cloud_base_height, Year: 2005, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:50
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:75
Processed variable: cloud_base_height, Year: 2005, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:51
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:00, Storm number:76
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:01, Storm number:77
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:01, Storm number:78
Processed variable: cloud_base_height, Year: 1996, Level: 0, Timestamp: 2024-06-13 00:08:01, Storm number:26
Processed variable: cloud_base_height, Year: 2013, Level: 0, Timestamp: 2024-06-13 00:08:01, Storm number:79
Processed variable: cloud_base_height, Year: 1996, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:27
Processed variable: cloud_base_height, Year: 1996, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:28
Processed variable: cloud_base_height, Year: 1999, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:37
Processed variable: cloud_base_height, Year: 1990, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:1
Processed variable: cloud_base_height, Year: 1999, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:38
Processed variable: cloud_base_height, Year: 1996, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:29
Processed variable: cloud_base_height, Year: 1997, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:31
Processed variable: cloud_base_height, Year: 1995, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:25
Processed variable: cloud_base_height, Year: 1990, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:2
Processed variable: cloud_base_height, Year: 1996, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:30
Processed variable: cloud_base_height, Year: 1999, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:39
Processed variable: cloud_base_height, Year: 1997, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:32
Processed variable: cloud_base_height, Year: 1999, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:40
Processed variable: cloud_base_height, Year: 1997, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:33
Processed variable: cloud_base_height, Year: 1990, Level: 0, Timestamp: 2024-06-13 00:08:02, Storm number:3
